300049, 福瑞股份, 7.26
603828, 柯利达, 4.16
601601, 中国太保, 41.08
000981, *ST银亿, 2.34
300894, 火星人, 47.13
300240, 飞力达, 4.96
688590, 新致软件, 17.23
300584, 海辰药业, 18.02
002778, 高科石化, 22.46
002687, 乔治白, 5.76
002609, 捷顺科技, 9.70
300823, 建科机械, 26.25
300074, 华平股份, 3.68
600136, 当代文体, 5.54
002162, 悦心健康, 3.43
688556, 高测股份, 23.49
300869, 康泰医学, 120.80
688127, 蓝特光学, 29.41
300153, 科泰电源, 5.30
605136, 丽人丽妆, 24.77
300746, 汉嘉设计, 10.66
300622, 博士眼镜, 14.40
300440, 运达科技, 7.47
002034, 旺能环境, 17.35
603876, 鼎胜新材, 13.08
002513, *ST蓝丰, 3.74
002504, 弘高创意, 1.87
300233, 金城医药, 21.68
600185, 格力地产, 7.50
300226, 上海钢联, 58.70
605366, 宏柏新材, 11.27
002998, 优彩资源, 8.59
600889, 南京化纤, 4.03
002381, 双箭股份, 8.60
300644, 南京聚隆, 32.27
300043, 星辉娱乐, 3.23
603226, 菲林格尔, 8.35
600070, 浙江富润, 8.10
300652, 雷迪克, 17.32
300167, 迪威迅, 4.06
300689, 澄天伟业, 35.50
300514, 友讯达, 10.03
000565, 渝三峡Ａ, 4.34
003008, 开普检测, 39.07
603095, 越剑智能, 21.71
000912, 泸天化, 3.80
605333, 沪光股份, 14.13
605218, 伟时电子, 13.59
300370, 安控科技, 2.45
300829, 金丹科技, 113.26
300337, 银邦股份, 4.63
300412, 迦南科技, 8.46
688051, 佳华科技, 77.00
688338, 赛科希德, 52.70
300082, 奥克股份, 12.57
002756, 永兴材料, 57.70
300649, 杭州园林, 13.40
603192, 汇得科技, 21.62
600609, 金杯汽车, 4.38
002141, 贤丰控股, 2.19
300255, 常山药业, 5.75
300555, 路通视信, 7.67
600157, *ST永泰, 1.37
000609, 中迪投资, 4.11
002712, 思美传媒, 4.39
002549, 凯美特气, 6.86
300668, 杰恩设计, 12.35
002943, 宇晶股份, 15.92
300920, 润阳科技, 39.60
300181, 佐力药业, 6.61
603178, 圣龙股份, 8.27
